reader_fifo_depth               writer_fifo_depth      phase1    phase2    total_delay    total_fifo_cost
------------------------------  -------------------  --------  --------  -------------  -----------------
8,3,5,1,6,10,2,4,6,10,7,2,7,4   6,3,9,6                  2803     12572          15375                 99
8,9,8,4,3,1,6,9,3,4,8,10,4,3    3,5,3,8                  2716     12465          15181                 99
10,6,10,3,8,1,1,9,6,3,10,7,4,4  2,1,8,6                  2808     12472          15280                 99
9,9,3,7,9,4,4,10,5,4,6,5,7,4    5,1,4,3                  2683     12479          15162                 99
4,1,7,5,2,5,1,10,3,7,4,6,6,2    10,8,10,9                2627     12842          15469                100
3,1,3,2,10,9,7,9,9,2,9,6,9,9    4,2,3,5                  2722     12879          15601                102
8,8,7,2,1,3,10,5,5,7,7,8,5,6    6,7,4,3                  2700     12469          15169                102
9,9,1,6,5,3,2,4,10,4,6,8,4,10   10,3,5,4                 2687     12472          15159                103
5,9,3,3,1,10,9,6,4,9,3,5,7,4    10,2,10,5                2826     12475          15301                105
7,3,8,2,4,1,6,9,6,8,6,10,1,3    4,10,8,9                 3987     12891          16878                105
8,9,3,10,5,3,10,10,4,5,4,1,6,8  5,3,2,10                 2696     13288          15984                106
8,7,3,8,4,7,3,6,10,3,6,4,4,10   8,5,7,3                  2696     12481          15177                106
10,10,8,5,6,4,10,4,6,6,5,3,8,6  7,3,3,3                  2652     12490          15142                107
8,6,4,10,5,8,9,7,5,10,8,3,10,1  6,5,1,1                  5502     13408          18910                107
9,7,9,7,9,6,8,7,8,4,2,5,5,5     9,1,2,4                  2691     12527          15218                107
4,7,6,4,5,5,8,8,9,4,5,9,4,6     2,9,7,5                  2785     12492          15277                107
10,4,5,8,10,3,7,7,6,3,5,4,5,7   7,6,8,4                  2681     12481          15162                109
2,7,5,10,10,6,9,7,6,9,8,9,1,6   4,4,7,4                  3983     12901          16884                114
9,3,9,10,5,10,6,8,2,8,6,6,5,7   8,8,4,8                  2709     12469          15178                122
9,9,9,9,9,9,9,9,9,9,9,9,9,9     9,9,9,7                  2665     12477          15142                160
9,9,9,9,9,9,9,9,9,9,9,9,9,9     9,9,9,8                  2678     12464          15142                161
